absolutism,absolutismo,NN
absolutist,absolutista,NN
absolutists,absolutista,NNS
absorb,humithit,NN
absorbed,hinihigop,NNS
absorbent,sumisipsip,NN
absorbs,sumisipsip,NNS
absorption,pagsipsip,NN
absorptive,sumisipsip,JJ
abstained,umiwas,VBN
abstainer,mangingilin,NN
abstaining,umiwas,VBG
abstinence,pangilin,NN
abstinent,kainaman,NN
abstruse,malabo,NN
absurdity,kahangalan,NN
absurdly,pabaligho,RB
abundance,kasaganaan,NN
abundant,masagana,NN
abundantly,sagana,RB
abuse,abuso,NN
abused,aba,VBN
abusing,inaabuso,VBG
abusive,abusado,JJ
abut,makaratig,NN
abutting,karatig,VBG
abuzz,humihiging,NN
abyss,kailaliman,NN
Abyssinia,Etyopya,NNP
acacia,akasya,NN
academe,akademya,NN
academic,akademiko,JJ
academician,propesor,JJ
academics,akademya,NNS
academy,akademya,NN
acceded,pumayag,VBD
accelerate,magpabilis,NN
accelerated,pinabilis,VBN
acceleration,pagpabibilis,NN
accelerator,aselerador,NN
accent,tuldik,NN
accents,punto,NNS
accentuate,magpatingkad,NN
accentuation,pagtutuldik,NN
accept,tanggapin,NN
acceptability,pagkatanggap,NN
acceptably,nakalulugod,RB
acceptance,pagtanggap,NN
acceptances,pagtanggap,NNS
accepted,tinanggap,JJ
accepting,pagtanggap,VBG
accepts,tumatanggap,NNS
access,daan,NN
accessed,access,VBN
accesses,access,NNS
accessibility,pagkarating,NN
accessories,aksesorya,NNS
accessory,kasapakat,NN
accidence,morpolohiya,NN
accident,aksidente,NN
accidental,aksidenteng,NN
accidents,aksidente,NNS
acclaim,pumalakpak,NN
acclamation,palakpakan,NN
accolade,puri,NN
accommodate,maglaman,NN
accommodated,kaluwagan,VBN
accommodating,matulungin,VBG
accommodation,tuluyan,NN
accommodations,kaluwagan,NNS
accompanied,hatid,VBN
accompaniment,saliw,NN
accompanist,tagasaliw,NN
accompany,samahan,NN
accompanying,sinasamahan,VBG
accomplice,kasapakat,NN
accomplices,kasabwat,NNS
accomplish,ganapin,NN
accomplishing,pagsasakatuparan,VBG
accomplishment,katuparan,NN
accordance,alinsunod,NN
accordant,magkasundo,NN
accorded,ibinibigay,VBN
accordingly,kaya,RB
accordion,akurdyon,NN
accountability,pananagutan,NN
accountable,maipaliwanag,JJ
accountant,kontador,NN
accounted,alang,VBD
accredited,pinaniwalaan,VBN
accretion,paghihilom,NN
accrue,makakaipon,NN
accrued,naipon,VBN
accrues,nakakaipon,NNS
accueil,Simula,NN
accumulate,maipon,NN
accumulated,akumulado,VBN
accumulating,magtamo,VBG
accumulation,akumulasyon,NN
accumulative,natitipon,JJ
accumulator,nagtitipon,NN
accuracy,katumpakan,NN
accurate,tumpak,NN
accurately,tama,RB
accursed,sinumpa,VBN
accurst,sinumpa,RB
accusation,paratang,NN
accusations,paratang,NNS
accusative,akusatibo,JJ
accusatory,nagsasakdal,NN
accuse,akusahan,NN
accused,akusado,VBN
accuser,akusador,NN
accusing,akusasyon,VBG
accustom,mamihasa,NN
accustomed,sanay,VBN
ace,alas,NN
acerbic,nakayayamot,NN
acerbity,asim,NN
acetate,asetato,NN
acetylene,asetileno,NN
ache,sakit,NN
achievable,matamo,JJ
achieve,makamit,NN
achieved,nakakamit,VBN
achieving,pagkamit,VBG
acid,asido,NN
acidity,kaasiman,NN
acidly,patuya,RB
acknowledge,magpasalamat,NN
acknowledged,kinikilala,VBD
acknowledgement,pagpapasalamat,NN
acknowledgements,Pasasalamat,NNS
acknowledges,Kinikilala,NNS
acknowledging,tinatanggap,VBG
acknowledgment,pagpapasalamat,NN
acknowledgments,Pasasalamat,NNS
acme,rurok,NN
acolyte,sakristan,NN
acoustics,akustika,NNS
acquaintance,kakilala,NN
acquainted,hirati,VBN
acquiescence,pagpayag,NN
acquiescent,pumapayag,NN
acquire,magtamo,VB
acquired,tinamo,VBN
acquirement,pagtatamo,NN
acquirements,kaalaman,NNS
acquiring,pulot,VBG
acquisition,pagtatamo,NN
acquited,absuweltado,VBN
acquitted,absuweltado,VBN
acrid,mapakla,NN
acrimonious,masakit,JJ
acrimony,tulis,NN
acrobat,sirkero,NN
acrobatic,akrobatiko,JJ
acrobatics,akrobatika,NNS
acronyms,acronym,NN
acrostic,akrostik,JJ
act,pagkilos,NN
acted,kumilos,VBN
acting,kumikilos,VBG
action,aksyon,NN
activate,buhayin,NN
activated,aktibo,VBN
activations,pagsasaaktibo,NNS
active,aktibo,JJ
actively,aktibong,RB
activism,Aktibismo,NN
activists,aktibista,NNS
activity,aktibidad,NN
actor,aktor,NN
actors,aktor,NNS
acts,gawang,NNS
actual,tunay,JJ
actualisation,actualization,NN
actualise,matupad,NN
actuality,katunayan,NN
actually,talaga,RB
actuary,aktuwaryo,JJ
actuate,magpakilos,NN
actuating,nagpapakilos,VBG
actuelle,Kasalukuyang,NN
acuity,katalinuhan,NN
acute,talamak,NN
acutely,kakaunti,RB
acuteness,talas,NN
adage,kasabihan,NN
adamant,matibay,NN
adamantine,matigas,NN
adapt,umangkop,NN
adaptation,pagbagay,NN
adaptations,pakikibagay,NNS
adapted,hango,VBN
adapter,adaptor,NN
adapting,adaptasyon,VBG
adaptive,bumagay,JJ
adaptors,adapters,NNS
add,magdagdag,VB
added,idinagdag,VBD
addendum,adenda,NN
addicted,gumon,VBN
addiction,pagkagumon,NN
addictive,nakakahumaling,JJ
addicts,adik,NNS
addition,dagdag,NN
additional,karagdagang,JJ
additionally,Karagdagan,RB
additive,magkakasama,JJ
addle,bugok,NN
addled,sira,VBN
addressed,sinalita,VBN
addressing,Pagtugon,VBG
adds,nagdadagdag,VBZ
adduce,isangkalan,NN
adept,sanay,NN
adequacy,kasapatan,NN
adequate,sapat,NN
adequately,sapat,RB
adhere,sumunod,RB
adherence,malasakit,NN
adherent,nakadikit,NN
is,ay,VBZ
adhesion,pagdirikit,NN
adhesive,malagkit,JJ
adhesiveness,lagkit,NN
adhesives,Pandikit,NNS
adieu,paalam,NN
adipose,mataba,NN
adjacency,kalapitan,NN
adjacent,katabi,NN
adjoin,makapiling,NN
adjoining,karatig,VBG
adjourn,itindig,NN
adjournment,pagpapaliban,NN
adjudge,mapagkaisahan,NN
adjudged,ipinasiyang,VBN
adjudicate,dinggin,NN
adjudication,pagpapasiya,NN
adjunct,dagdag,NN
adjured,ibinilin,VBN
adjust,isaayos,NN
adjusted,nababagay,VBN
adjusts,inaayos,NNS
adjutant,ayudante,NN
administer,mangasiwa,NN
administered,pinangangasiwaan,VBN
administering,nangangasiwang,VBG
administers,nangangasiwa,NNS
administrate,mamahala,NN
administration,pangangasiwa,NN
administrations,administrasyon,NNS
administrator,administrador,NN
administrators,administrador,NNS
admiration,paghanga,NN
admire,humanga,NN
admired,hinahangaan,VBN
admirer,tagahanga,NN
admiring,hanga,VBG
admissible,matatanggap,JJ
admission,pagpasok,NN
admit,umamin,NN
admits,inamin,NNS
admitted,admitido,VBN
admix,ilahok,NN
admixture,paghahalo,NN
admonish,pagsabihan,JJ
admonished,Pinayuhan,VBN
admonishes,Pinapayuhan,NNS
admonition,pagpapaalaala,NN
admonitory,nagbabala,NN
ado,linggal,NN
adolescence,pagbibinata,NN
adolescent,nagbibinata,NN
adolescents,kabataan,NNS
adopt,magpatibay,NN
adopted,pinagtibay,VBN
adopter,adoptador,NN
adopting,paghango,VBG
adoptive,amahan,JJ
adopts,magpatibay,NNS
adoration,pagsamba,NN
adore,sambahin,NN
adorn,magpaganda,NN
adornment,paggagayak,NN
adroit,sanay,NNS
adroitness,sanay,NN
adulation,paglalangis,NN
adulterate,maghalo,NN
adulterated,adulterado,VBN
adulterating,binabantuan,VBG
adulteration,pagbabanto,NN
adulterer,adultero,NN
adultery,pangangalunya,NN
adults,matatanda,NNS
advance,sumulong,NN
advancement,pagsulong,NN
advances,paglago,NNS
advancing,pagsulong,VBG
advantage,kalamangan,NN
advantageous,magaling,JJ
advantages,pakinabang,NNS
advent,pagdating,NN
adventure,pakikipagsapalaran,NN
adventures,pakikipagsapalaran,NNS
adversaries,kalaban,NNS
adversary,kalaban,NN
adverse,salungat,NN
adversity,kahirapan,NN
advert,sumangguni,NN
advertisement,paanunsiyo,NN
advertises,advertise,NNS
advice,payo,NN
advices,payo,NNS
advisable,marapat,JJ
advise,pagpayuhan,NN
advised,pinapayuhan,VBN
advisedly,kinusa,RB
adviser,tagapayo,NN
advisers,tagapayo,NNS
advises,nagpapayo,NNS
advising,pagpapayo,VBG
advisor,tagapayo,NN
advocacy,pagtatanggol,NN
advocate,tagataguyod,NN
advocated,itinaguyod,VBN
advocates,tagapagtaguyod,NNS
advocating,nagtataguyod,VBG
adze,magdaras,NN
aegis,pagtanggol,NN
aerate,pahanginan,NN
aeronautics,eronautika,NNS
aeroplane,eruplano,NN
aeroplanes,eroplano,NNS
aerosol,erosol,NN
Aeschines,Esquines,NNS
aesop,Esopo,NN
aesthete,esteto,NN
affability,pagkamagalang,NN
affair,kapakanan,NN
affect,makakaapekto,NN
affectation,pagkukunwari,NN
affected,apektado,JJ
affecting,naaapektuhan,VBG
affection,pagmamahal,NN
affectionate,magiliw,NN
affectionately,magiliw,RB
affections,pagmamahal,NNS
affective,maramdamin,JJ
affects,nakakaapekto,NNS
afferent,nagdadala,NN
affidavit,apidabit,NN
affidavits,affidavit,NNS
affiliate,kaanib,NN
affiliated,kaanib,VBN
affiliation,pagkakaugnay,NN
affiliations,kaakibat,NNS
affinity,pagkakahawig,NN
affirm,magpatibay,NN
affirmation,paninindigan,NN
affirmations,Pagpapatotoo,NNS
affirmed,apirmado,VBN
affirming,Pinatitibayan,VBG
affirms,papagtibayin,NNS
affix,panlapi,NN
affixed,nakakabit,NN
afflict,makasakit,NN
afflicted,nagdadalamhati,VBN
afflicting,nagpapahirap,VBG
affliction,lungkot,NN
afflictions,kapighatian,NNS
affluence,kasaganaan,NN
affluent,mayaman,NN
afflux,dagsa,NN
afford,makaya,NN
afforded,bigyan,VBD
affright,takot,NN
affront,paghamak,NN
afghani,apgano,NN
Afghanistan,Apganistan,NNP
afire,nasusunog,NN
aflame,nagliliyab,NN
afloat,nakalutang,NN
afore,nauuna,NN
aforementioned,nabanggit,VBN
aforesaid,nabanggit,NN
aforethought,sinadya,NN
afraid,natatakot,NN
africans,Aprikano,NNS
aft,popa,NN
after,pagkatapos,IN
aftermath,resulta,NN
afternoon,hapon,NN
afternoons,hapon,NNS
aftershocks,aftershock,NNS
afterward,pagkatapos,RB
afterwards,pagkatapos,NNS
again,muli,RB
agape,nakatunganga,NN
agate,agata,NN
age,edad,NN
aged,matanda,VBN
agencies,ahensya,NNS
agency,ahensiya,NN
agenda,adyenda,NN
agendas,agenda,NNS
agent,ahente,NN
agents,ahente,NNS
ages,edad,NNS
agglomeration,pagtitipon,NN
agglutinative,aglutinatibo,JJ
aggrandisement,pagpapalakas,NN
aggrandize,magpalakas,VB
aggrandizement,pagpapalakas,NN
aggravate,magpalubha,NN
aggravated,pinalubha,VBN
aggravating,nagpapalubha,VBG
aggravation,paglala,NN
aggression,pagsalakay,NN
aggressive,agresibo,JJ
aggressively,agresibo,RB
aggressiveness,handulong,NN
aggressors,mananalakay,NNS
aggrieved,agrabyado,VBN
aghast,takot,NN
agile,maliksi,NN
agility,liksi,NN
agitate,makabagabag,NN
agitated,nabalisa,VBN
agitation,pagtatalo,NN
agitator,manunulsol,NN
agleam,kumikislap,NN
aglow,kumikinang,NN
agnostic,agnostiko,JJ
agnosticism,agnostisismo,NN
agonised,agonized,VBN
agonisingly,agonizingly,RB
agrarian,agraryo,JJ
agreeableness,hiyang,NN
agreeably,nakalulugod,RB
agreement,kasunduan,NN
agreements,kasunduan,NNS
agricultural,agrikultura,JJ
agriculturalist,magsasaka,NN
agriculture,agrikultura,NN
agriculturist,magsasaka,NN
agronomist,agronomo,NN
agronomy,agronomya,NN
aground,nakasadsad,NN
ague,malarya,NN
ahead,nauuna,RB
aid,tulong,NN
aide,pangalawa,NN
aided,nakatulong,VBD
aiding,pagtulong,VBG
aiguille,taluktok,NN
aileron,eleron,NN
aileth,ipinakikialam,NNS
ailment,karamdaman,NN
ailments,karamdaman,NNS
aim,layunin,NN
aimed,naglalayong,VBN
aiming,pagpuntirya,VBG
aims,Nilalayon,NNS
air,himpapawid,NN
aired,naisahimpapawid,VBN
airfield,palapagan,NN
airing,pagpapahangin,VBG
airlock,erlok,NN
airmail,ermeyl,NN
airplane,eruplano,NN
airport,paliparan,NN
airports,paliparan,NNS
airs,maisahimpapawid,NNS
airspace,putok,NN
airstrip,eirstrip,NN
airy,mahangin,NN
aisle,pasilyo,NN
ajar,nakakawang,NN
akimbo,nakapamaywang,NN
alabaster,alabastro,NN
alarm,alarma,NN
alarmed,Nababahala,JJ
alarmist,alarmista,NN
alas,Naku,NNS
Albanian,Albanes,JJ
albums,album,NNS
alchemist,alkimiko,NN
alchemy,alkimya,NN
alcohol,alkohol,NN
alcoholism,alkoholismo,NN
alcove,alkoba,NN
alderman,konsehal,NN
alehouse,pab,NN
alembic,eylembiko,NN
alert,alerto,NN
alerted,inalertuhan,VBN
alerting,inaalerto,VBG
alertness,agap,NN
alerts,alerto,NNS
Alexandrians,Alexandria,NNS
alfalfa,alpalpa,NN
algebra,alhebra,NN
alias,palayaw,NNS
aliases,alias,NNS
alibi,dahilan,NN
alien,dayuhan,NN
alienated,hiwalay,VBN
aliens,dayuhan,NNS
alight,nagniningas,NN
alighted,Bumaba,VBN
alighting,pagbaba,VBG
align,ihanay,NN
aligning,pagpapantay,VBG
alignment,pagkakahanay,NN
alike,magkamukha,RB
food,pagkain,NN
alimentary,pampagkain,JJ
alimony,sustento,NN
aline,magpantay,NN
aliquot,elikwot,NN
alive,buhay,JJ
alkaline,alkalina,NN
alkaloid,alkaloyde,NN
all,lahat,DT
alla?,alla,NN
Allah,Ala,NN
allay,sumugpo,NN
allegation,paninindigan,NN
allegations,paratang,NNS
allege,magdahilan,NN
allegiance,katapatan,NN
alleging,nagpaparatang,VBG
allegorical,alegoriko,JJ
allegory,alegorya,NN
allergen,alerdyen,NN
alleviate,magpakalma,NN
alleviation,pagpapabawa,NN
alleys,alley,NNS
alliance,alyansa,NN
allied,magkakatulad,JJ
allies,kaalyado,NNS
alligator,buwaya,NN
alliteration,aliterasyon,NN
allocate,maglaan,NN
allocated,inilalaan,VBN
allocating,paglaan,VBG
allocations,alokasyon,NNS
allotment,pamamahagi,NN
allotted,inilaang,VBN
allow,payagan,VB
allowable,pinapahintulutan,JJ
allowance,rasyon,NN
allowances,rasyon,NNS
allowed,pinapayagan,VBN
allspice,olspays,NN
allude,magparinig,NN
alluded,Tinukoy,VBD
allure,gayuma,NN
alluring,nakatutukso,VBG
allusion,parunggit,NN
alluvial,naaanod,JJ
ally,kapanalig,RB
almanac,almanake,NN
almond,pili,NN
almost,halos,RB
alms,limos,NNS
aloe,eloe,NN
aloof,malayo,NN
aloofness,paglalayo,NN
aloud,malakas,NN
alpaca,alpaka,NN
alphabet,alpabeto,NN
already,na,RB
already,na,RB
alright,tama,NN
Alsatian,Elsasyan,JJ
also,din,RB
altars,dambana,NNS
alter,baguhin,NN
alteration,pagbabago,NN
alterations,Alterasyon,NNS
altercate,magtalo,NN
altercation,pagtatalo,NN
altered,binago,VBN
altering,binabago,VBG
alternate,alternatibo,NN
alternated,salitan,VBN
alternately,halili,RB
alternation,paghahalili,NN
alternatives,alternatibo,NNS
alternator,olterneytor,NN
alters,Binabago,NNS
although,bagaman,IN
altimeter,altimetro,NN
top,taas,NN
altitudes,kabundukan,NNS
alto,kontralto,NN
altogether,kabuuan,RB
altruism,altruismo,NN
altruist,altruista,NN
altruistic,mapagkaloob,JJ
alum,tawas,NN
aluminium,aluminyo,NN
aluminum,aluminyo,NN
alway,palagi,RB
always,palagi,RB
amanuensis,takigrapo,NN
amass,tipunin,NN
amateur,baguhan,NN
amateurish,baguhan,JJ
amatory,mapagmahal,NN
amaze,humanga,NN
amazement,paghanga,NN
Amaziah,Amasias,NN
amazon,birago,NN
ambassador,ambasador,NN
amber,ambar,NN
ambergris,embegris,NN
ambience,kapaligiran,NN
ambient,pumapaligid,NN
ambiguity,kalabuan,NN
ambition,ambisyon,NN
ambitions,ambisyon,NNS
ambitious,mapaghangad,JJ
ambivalent,pinagtigalawa,NN
amble,embel,JJ
ambulance,ambulansya,NN
ambulances,ambulansya,NNS
for,para,IN
ambuscade,tambangan,NN
ambush,tambangan,NN
ambushers,bakay,NNS
ambushes,pananambang,NNS
ameliorate,magpaunlad,NN
amelioration,pagpapabuti,NN
amenability,pagsunod,NN
amenable,palasunod,JJ
amend,baguhin,NN
amended,sinususugan,VBN
amendment,susog,NN
amendments,susog,NNS
american,amerikano,JJ
Americanism,Amerikanismo,NN
americans,Amerikano,NNS
amethyst,amatista,NN
amiability,pagkamabait,NN
amiable,magiliw,JJ
amicability,pagkamabait,NN
amicable,mapayapa,JJ
amir,emir,NN
amiss,mali,NN
amity,pagkakasundo,NN
ammeter,amperimetro,NN
ammo,munisyon,NN
ammonia,amonya,NN
amnesia,amnesya,NN
amnesty,indulto,NN
amoeba,amiba,NN
amok,huramentado,NN
Amorites,Amorrheo,NNS
amorous,mapagmahal,JJ
amortised,amortized,VBN
amount,dami,NN
amounted,umabot,VBN
ampere,amper,RB
ampersands,ampersand,NNS
amphibia,ampibyo,NN
amphibian,ampibyo,JJ
amphitheater,ampiteatro,NN
amphitheatre,ampiteatro,NN
ample,sapat,NN
amplest,pakikipag,NN
amplification,paglaki,NN
amplify,palakasin,NN
amplitude,malawak,NN
amply,labis,NN
amputate,putulin,NN
amputated,pinutol,VBN
amputation,pagputol,NN
amuck,huramentado,NN
amuse,magpatawa,NN
amused,nilibang,VBN
amusement,dibersiyon,NN
amusing,nakakatawa,VBG
an,isang,DT
anaemia,anemya,NN
anaemic,anemiko,JJ
anaesthetic,pampamanhid,JJ
anaesthetics,pampamanhid,NNS
anaesthetised,anestesya,VBN
anaesthetist,anestesista,NN
anaesthetists,anesthetists,NNS
analogous,analogo,JJ
analogy,pagkakatulad,NN
analyse,suriin,NN
analysed,Nasuri,VBN
analyser,analisador,NN
analysers,analyzers,NNS
analysis,pagsusuri,NN
analysts,analyst,NNS
analytic,analitiko,JJ
analyze,suriin,NN
analyzed,Nasuri,VBN
ananas,pinya,NNS
anathema,sumpa,NN
anatomic,pangkatawan,JJ
anatomical,pangkatawan,JJ
anatomist,anatomista,NN
anatomy,anatomya,NN
ancestor,ninuno,NN
ancestors,ninuno,NNS
ancestral,minamana,JJ
ancestry,lipi,NN
anchor,angkla,NN
anchorage,daong,NN
anchored,iniduong,VBN
anchoring,angklahe,VBG
anchorite,ermitanyo,NN
anchors,anchor,NNS
anchovies,bagoong,NNS
anchovy,dulis,NN
ancient,sinauna,NN
ancillary,mababa,JJ
and,at,CC
anecdote,anekdota,NN
anemia,anemya,NN
anemic,anemiko,JJ
anemone,anemona,NN
anemones,anemone,NNS
angel,anghel,NN
angelic,angheliko,NN
angelica,Anhelika,NN
angelus,anghelus,NN
anger,galit,NN
angered,ikinagalit,JJ
angina,anghina,NN
angle,anggulo,NN
angler,mamimingwit,NN
angles,anggulo,NNS
anglican,Anglikano,JJ
angling,pamimingwit,VBG
angola,Anggola,NN
angrily,pagalit,RB
angry,nagagalit,JJ
anguish,dalamhati,NN
angular,anggular,NN
anil,enil,NN
aniline,anilina,NN
animadversion,pagpula,NN
animal,hayop,NN
animals,hayop,NNS
animation,animasyon,NN
animations,animation,NNS
animators,animator,NNS
animism,animismo,NN
anise,anis,NN
aniseed,anis,NN
ankara,Angkara,NN
anneal,magsubo,NN
annealing,pagsusubo,VBG
annex,magdugtong,NN
annexation,pagsasanib,NN
annexe,dugtong,NN
annexed,isanib,NN
annihilate,mapuksa,NN
annihilated,nilipol,VBN
annihilation,paglipol,NN
anniversaries,anibersaryo,NNS
anniversary,anibersaryo,NN
annotations,anotasyon,NNS
announce,ipahayag,NN
announced,inihayag,VBD
announcement,anunsyo,NN
announcements,anunsyo,NNS
announcer,tagapagbalita,NN
announcing,hayag,VBG
annoy,mangyamot,NN
annoyance,pagkayamot,NN
annoyed,inis,NNS
annoyer,tagasuya,NN
annoying,nakakainis,VBG
annual,taunan,JJ
annualised,annualized,VBN
annulling,napapawi,VBG
annunciation,pagpapahayag,NN
anode,anod,NN
anodyne,anodino,NN
anoint,magpahid,NN
anointing,Pagpapahid,VBG
anomalies,anomalya,NNS
anomalous,iregular,JJ
anomaly,anomalya,NN
answer,sagot,NN
answerable,masasagot,JJ
answered,sumagot,VBN
answereth,sumasagot,NNS
answers,sagot,NNS
ant,langgam,NN
antagonise,sumalungat,NN
antagonised,antagonized,VBN
antagonising,antagonizing,VBG
antagonism,kagalitan,NN
antagonist,kalaban,NN
antagonistic,magkagalit,JJ
antecedent,nauuna,NN
antecedents,pinagmulan,NNS
antediluvian,antedilubyano,JJ
antelope,antilope,NN
antenna,antena,NN
antennas,antenna,NNS
anterior,nauuna,NN
anthem,awit,NN
anthems,awit,NNS
anther,anter,NN
anthology,antolohiya,NN
anthrax,antraks,NN
anthropoid,antropoyde,NN
anthropological,antropolohiko,JJ
anthropologist,antropologo,NN
anthropology,antropolohiya,NN
anthropomorphic,antropomorpiko,JJ
anthropomorphism,antropomorpismo,NN
antibiotic,antibyotiko,JJ
antic,komiko,JJ
Antichrist,Antikristo,NN
anticipate,mauna,NN
anticipated,inaasahang,VBN
anticipating,inaasam,VBG
anticipatory,pauna,NN
anticlimax,paghulaw,NN
anticyclone,antisiklon,NN
antidote,panlunas,NN
antimony,antimonyo,NN
antipathetic,mainis,JJ
antipathy,pagkainis,NN
antipodes,antipodas,NNS
antiquarian,antikwaryo,JJ
antiquary,antikwaryo,JJ
antique,makaluma,NN
antiseptic,antiseptiko,JJ
antisocial,antisosyal,JJ
antithesis,kabaligtaran,NN
antithetic,antitetiko,JJ
antithetical,antitetiko,JJ
antlion,antlayon,NN
antonym,antonim,NN
ants,langgam,NNS
anvil,palihan,NN
anxieties,kabalisahan,NNS
anxiety,balisa,NN
anxious,balisa,JJ
anxiously,balisa,RB
any,anumang,DT
anyone,sinuman,NN
apace,pabilis,NN
apart,hiwalay,RB
ape,unggoy,NN
apeman,eipman,NN
Apennines,Apeninas,NNS
aperitif,aperitiw,NN
aperitifs,aperitif,NNS
aperture,siwang,NN
apex,tugatog,NN
aphid,dapurak,NN
aphorism,talinghaga,NN
aphoristic,panalinghaga,JJ
aphrodisiac,pampalibog,NN
Aphrodite,Aprodita,NNP
apiary,abehera,JJ
apis,pukyutan,NN
aplenty,marami,NN
apnoea,apnea,NN
apocalypse,pahayag,NN
apocryphal,apokripiko,NN
apogee,kasukdulan,NN
apologia,apolohiya,NN
apologies,pasensiya,NNS
apologising,apologizing,VBG
apologist,tagapagtanggol,NN
apologists,tagapagtanggol,NNS
apoplectic,apopletiko,JJ
apoplexy,apopleksya,NN
apostle,apostol,NN
apostles,apostol,NNS
apostolate,apostolado,NN
apostolic,apostoliko,NN
apostolical,apostoliko,JJ
apostrophe,kudlit,NN
apotheosis,pagpupuri,NN
appal,mangilabot,NN
appall,makapanlumo,NN
appalling,nakapanlulumo,VBG
apparel,damit,NN
apparent,maliwanag,NN
apparition,multo,NN
appeal,apela,NN
appealing,sumasamo,VBG
appeals,apila,NNS
appear,lumitaw,VB
appearance,hitsura,NN
appearances,hehe,NNS
appeared,lumitaw,VBD
appeareth,napakita,NNS
appearing,lumilitaw,VBG
appears,Lumilitaw,VBZ
appease,maglubag,NN
appeased,pinalamig,VBN
appeasement,pagpapayapa,NN
appellant,umaapela,NN
name,pangalan,NN
append,ilakip,NN
appendage,dagdag,NN
appended,nakadugtong,VBD
appendicitis,apendisitis,NN
appendix,apendiks,NN
appends,Ikinakabit,NNS
appertain,matungod,NN
appetiser,pampagana,NN
appetising,pampagana,VBG
appetit,gana,NN
appetite,gana,NN
appetites,hilig,NNS
appetizing,pampagana,VBG
applaud,pumalakpak,NN
applause,palakpakan,NN
apple,mansanas,NN
appliance,kasangkapan,NN
applicability,Aplikasyon,NN
applicable,naaangkop,JJ
applicant,aplikante,NN
applicants,aplikante,NNS
applications,aplikasyon,NNS
applicator,aplikator,NN
applied,panggamit,VBN
applies,Nalalapat,NNS
apply,ilapat,VB
appoint,humirang,NN
appointed,hinirang,VBN
appointing,paghirang,VBG
apportion,pagkalooban,NN
apportionment,bahagi,NN
apposite,angkop,NN
apposition,paglalagay,NN
appraisal,tasa,NN
appraise,tasahan,NN
appreciate,magpahalaga,NN
appreciated,pinahahalagahan,VBN
appreciates,Pinahahalagahan,NNS
appreciating,pagpapahalaga,VBG
appreciation,pagpapahalaga,NN
appreciative,nagpapasalamat,JJ
apprehend,hulihin,NN
apprehended,nadakip,VBD
apprehension,pagkakahuli,NN
apprentice,baguhan,NN
approach,paglapit,NN
approachable,mararating,JJ
approached,nilapitan,VBN
approaches,pamamaraang,NNS
approaching,papalapit,VBG
approbation,papuri,NN
appropriate,naaangkop,NN
appropriated,angkin,VBN
appropriately,naaangkop,RB
appropriateness,katumpakan,NN
approve,aprobahan,VB
approved,naaprubahan,VBN
approves,aaproba,NNS
approving,pumapayag,VBG
approvingly,patibay,RB
approximated,tinatayang,VBN
approximately,halos,RB
approximates,nagtataya,NNS
approximation,aproksimasyon,NN
Apr,Abril,NN
apricot,aprikot,NN
april,Abril,NN
apron,tapis,NN
apropos,nababagay,NN
apse,apsis,NN
apt,matalino,NN
aptitude,kakayahan,NN
aptness,kakayahan,NN
aqua?,aqua,NN
aquamarine,akwamarin,NN
aquarium,akwaryum,NN
